Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Дисперсант_6,077.25,Содержание Бора,,0.0
Дисперсант_6,077.25,Содержание масла,,50.0
Дисперсант_6,077.25,Цвет | ASTM D1500,,4.5
Дисперсант_6,077.25,"Щелочное число, ASTM D2896",,22.7
Дисперсант_6,077.25,"Щелочное число, ГОСТ 11362",,16.7
Дисперсант_6,typical,Индекс полидисперсности,,1.6
Дисперсант_6,typical,Кинематическая вязкость,,413.0
Дисперсант_6,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,429.3
Дисперсант_6,typical,"Кислотное число, ГОСТ 11362",,0.571
Дисперсант_6,typical,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_6,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_6,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_6,typical,Содержание Азота,,1.1
Дисперсант_6,typical,Содержание Бора,,0.0
Дисперсант_6,typical,Содержание масла,,50.0
Дисперсант_6,typical,Цвет | ASTM D1500,,4.5
Дисперсант_6,typical,"Щелочное число, ASTM D2896",,24.42
Дисперсант_6,typical,"Щелочное число, ГОСТ 11362",,16.7
Дисперсант_6,отбор 26.11.24,Индекс полидисперсности,,1.6
Дисперсант_6,отбор 26.11.24,Кинематическая вязкость,,413.0
Дисперсант_6,отбор 26.11.24,"Кинематическая вязкость, при 100°C, ASTM D445",,422.6
Дисперсант_6,отбор 26.11.24,"Кислотное число, ГОСТ 11362",,0.571
Дисперсант_6,отбор 26.11.24,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_6,отбор 26.11.24,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_6,отбор 26.11.24,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_6,отбор 26.11.24,Содержание Азота,,1.1
Дисперсант_6,отбор 26.11.24,Содержание Бора,,0.0
Дисперсант_6,отбор 26.11.24,Содержание масла,,50.0
Дисперсант_6,отбор 26.11.24,Цвет | ASTM D1500,,4.5
Дисперсант_6,отбор 26.11.24,"Щелочное число, ASTM D2896",,26.14
Дисперсант_6,отбор 26.11.24,"Щелочное число, ГОСТ 11362",,16.7
Дисперсант_7,typical,Индекс полидисперсности,,1.6
Дисперсант_7,typical,Кинематическая вязкость,,161.0
Дисперсант_7,typical,"Масса гидрофобного хвоста, г/моль",,1300.0
Дисперсант_7,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_7,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_7,typical,Содержание Азота,,1.29
Дисперсант_7,typical,Содержание Бора,,0.0
Дисперсант_7,typical,Содержание масла,,50.0
Дисперсант_7,typical,"Щелочное число, ASTM D2896",,24.2
Дисперсант_7,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_8,typical,Индекс полидисперсности,,1.6
Дисперсант_8,typical,Кинематическая вязкость,,400.0
Дисперсант_8,typical,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_8,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_8,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_8,typical,Содержание Азота,,1.2
Дисперсант_8,typical,Содержание Бора,,0.0
Дисперсант_8,typical,Содержание масла,,45.0
Дисперсант_8,typical,"Щелочное число, ASTM D2896",,25.0
Дисперсант_8,typical,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_9,02718.22,Индекс полидисперсности,,1.6
Дисперсант_9,02718.22,Кинематическая вязкость,,400.0
Дисперсант_9,02718.22,"Кинематическая вязкость, при 100°C, ASTM D445",,410.0
Дисперсант_9,02718.22,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_9,02718.22,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_9,02718.22,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_9,02718.22,Содержание Азота,,1.1
Дисперсант_9,02718.22,Содержание Бора,,0.0
Дисперсант_9,02718.22,Содержание масла,,50.0
Дисперсант_9,02718.22,"Щелочное число, ASTM D2896",,18.9
Дисперсант_9,02718.22,"Щелочное число, ГОСТ 11362",,23.33
Дисперсант_9,typical,Индекс полидисперсности,,1.6
Дисперсант_9,typical,Кинематическая вязкость,,400.0
Дисперсант_9,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,410.0
Дисперсант_9,typical,"Масса гидрофобного хвоста, г/моль",,2300.0
Дисперсант_9,typical,"Массовая доля кальция, ASTM D6481",,0.002
Дисперсант_9,typical,"Массовая доля цинка, ASTM D6481",,0.003
Дисперсант_9,typical,Содержание Азота,,1.1
Дисперсант_9,typical,Содержание Бора,,0.0
Дисперсант_9,typical,Содержание масла,,50.0
Дисперсант_9,typical,"Щелочное число, ASTM D2896",,25.0
Дисперсант_9,typical,"Щелочное число, ГОСТ 11362",,23.33
Загуститель_1,"01007.22 (8,2%)","Индекс стабильности, %",,25.0
Загуститель_1,"01007.22 (8,2%)","Кинематическая вязкость, при 100°C, ASTM D445",,339.6
Загуститель_1,"01007.22 (8,2%)","Плотность при 15°С, ASTM D4052",,844.7
Загуститель_1,"01007.22 (8,2%)","Плотность при 20°С, ASTM D4052",,841.7
Загуститель_1,"01007.22 (8,2%)",Содержание полимера,,100.0
Загуститель_1,"01007.22 (8,2%)",Соотношение мономеров (EO:PO),,1.04
Загуститель_1,"01007.22 (8,2%)",Средневесовая масса,,30000.0
Загуститель_1,01076.24 10% в HVI-4,"Индекс стабильности, %",,25.0
Загуститель_1,01076.24 10% в HVI-4,"Кинематическая вязкость, при 100°C, ASTM D445",,445.5
Загуститель_1,01076.24 10% в HVI-4,"Плотность при 15°С, ASTM D4052",,844.7
Загуститель_1,01076.24 10% в HVI-4,"Плотность при 20°С, ASTM D4052",,841.7
Загуститель_1,01076.24 10% в HVI-4,Содержание полимера,,100.0
Загуститель_1,01076.24 10% в HVI-4,Соотношение мономеров (EO:PO),,1.04
Загуститель_1,01076.24 10% в HVI-4,Средневесовая масса,,30000.0
Загуститель_1,01277.22,"Индекс стабильности, %",,25.0
Загуститель_1,01277.22,"Кинематическая вязкость, при 100°C, ASTM D445",,335.9
Загуститель_1,01277.22,"Плотность при 15°С, ASTM D4052",,844.7
Загуститель_1,01277.22,"Плотность при 20°С, ASTM D4052",,841.7
Загуститель_1,01277.22,Содержание полимера,,100.0
Загуститель_1,01277.22,Соотношение мономеров (EO:PO),,1.04
Загуститель_1,01277.22,Средневесовая масса,,30000.0
Загуститель_1,"01935.22 (8,2%)","Индекс стабильности, %",,25.0
Загуститель_1,"01935.22 (8,2%)","Кинематическая вязкость, при 100°C, ASTM D445",,327.5
Загуститель_1,"01935.22 (8,2%)","Плотность при 15°С, ASTM D4052",,844.7
Загуститель_1,"01935.22 (8,2%)","Плотность при 20°С, ASTM D4052",,841.7
Загуститель_1,"01935.22 (8,2%)",Содержание полимера,,100.0
Загуститель_1,"01935.22 (8,2%)",Соотношение мономеров (EO:PO),,1.04
Загуститель_1,"01935.22 (8,2%)",Средневесовая масса,,30000.0
